,Unnamed: 0.1,Unnamed: 0,Customer City,Customer Id,Customer Street,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Payment Method,First Name,Last Name,pincode
1511,21397,21397,Caguas,20187,8621 Broad Forest,5.0,4.0,Late delivery,1.0,DEBIT,Glenna,Bowen,725
1512,21398,21398,Caguas,19989,2721 Dewy Panda Manor,2.0,4.0,Advance shipping,0.0,DEBIT,Hiroko,Stout,725
1513,21399,21399,Humacao,19809,9135 Green Island Moor,2.0,4.0,Advance shipping,0.0,DEBIT,Bertha,Blankenship,791
1514,21400,21400,Caguas,19880,4922 Middle Hills Promenade,3.0,4.0,Advance shipping,0.0,DEBIT,Kathleen,Huffman,725
1515,21401,21401,Caguas,17116,6676 Grand Vista,4.0,4.0,Shipping on time,0.0,DEBIT,Ivana,Mullins,725
1516,21402,21402,Caguas,18591,9254 Thunder Meadow,4.0,4.0,Shipping on time,0.0,DEBIT,Kimberley,Giles,725
1517,21403,21403,Caguas,18537,8274 Bright Canyon,5.0,4.0,Late delivery,1.0,DEBIT,Lucy,Slater,725
1518,21404,21404,Caguas,15229,4174 Pleasant Mountain Acres,2.0,4.0,Advance shipping,0.0,DEBIT,Reagan,Chan,725
1519,21405,21405,Caguas,18963,7909 Amber View,6.0,4.0,Late delivery,1.0,DEBIT,Sylvia,Rhodes,725
1520,21406,21406,Caguas,18572,3847 Silver Route,5.0,4.0,Late delivery,1.0,DEBIT,Mariam,Wilcox,725
1521,21407,21407,Caguas,19807,68 Foggy Timber Walk,5.0,4.0,Late delivery,1.0,DEBIT,Chelsea,Cooley,725
1522,21408,21408,Caguas,19824,4063 Little Creek Court,2.0,4.0,Advance shipping,0.0,DEBIT,Angelica,Dill,725
1523,21409,21409,Caguas,18943,8417 Silent Trace,6.0,4.0,Late delivery,1.0,DEBIT,Noelle,Watts,725
1524,21410,21410,Caguas,19986,3403 Gentle Road,4.0,4.0,Shipping on time,0.0,DEBIT,Avye,Juarez,725
1525,21411,21411,Caguas,17113,3867 Bright Zephyr Ledge,6.0,4.0,Late delivery,1.0,DEBIT,Maryam,Evans,725
1526,21412,21412,Caguas,20039,6183 Little Passage,2.0,4.0,Advance shipping,0.0,DEBIT,Zena,Knox,725
1527,21413,21413,Caguas,19984,8665 Hidden Sky Concession,2.0,4.0,Advance shipping,0.0,DEBIT,Signe,Quinn,725
1528,21414,21414,Caguas,16235,7885 Colonial Mount,3.0,4.0,Advance shipping,0.0,DEBIT,Marah,Christian,725
1529,21415,21415,Caguas,15242,6214 Green Maze,5.0,4.0,Late delivery,1.0,DEBIT,Mechelle,Gardner,725
1530,21416,21416,Caguas,20217,2 Jagged Bank,5.0,4.0,Late delivery,1.0,DEBIT,Roanna,Higgins,725
1531,21417,21417,Caguas,19964,5193 Crystal Anchor Path,2.0,4.0,Advance shipping,0.0,DEBIT,Adara,Hancock,725
1532,21418,21418,Caguas,17775,9183 Indian Pond Park,3.0,4.0,Advance shipping,0.0,DEBIT,Darryl,Bates,725
1533,21419,21419,Caguas,17110,1682 Cozy Trail,3.0,4.0,Advance shipping,0.0,DEBIT,Jade,Velez,725
1534,21420,21420,Caguas,17074,2049 Indian Extension,2.0,4.0,Advance shipping,0.0,DEBIT,Ainsley,Simon,725
1535,21421,21421,Caguas,20180,9875 Thunder Lagoon Parade,3.0,4.0,Advance shipping,0.0,DEBIT,Suki,Moss,725
1536,21422,21422,Caguas,19874,4905 Lazy Stead,2.0,4.0,Advance shipping,0.0,DEBIT,Faith,Mckinney,725
1537,21423,21423,Caguas,20233,4075 Silver Hills Heights,6.0,4.0,Late delivery,1.0,DEBIT,Madonna,Barnett,725
1538,21424,21424,Caguas,20017,5985 Red Cider Corner,5.0,4.0,Late delivery,1.0,DEBIT,Serina,Orr,725
1539,21425,21425,Caguas,17773,1185 Sleepy Log Street,6.0,4.0,Late delivery,1.0,DEBIT,Bertha,Clements,725
1540,21426,21426,Caguas,18619,8056 Burning River Limits,2.0,4.0,Advance shipping,0.0,DEBIT,Zelda,Graves,725
1541,21427,21427,Caguas,15167,6077 Clear Mountain Abbey,5.0,4.0,Late delivery,1.0,DEBIT,McKenzie,Cox,725
1542,21428,21428,Caguas,20034,1591 Foggy Meadow,2.0,4.0,Advance shipping,0.0,DEBIT,Ursa,Buckley,725
1543,21429,21429,Caguas,19782,5835 Harvest Vista,5.0,4.0,Late delivery,1.0,DEBIT,Roanna,Morin,725
1544,21430,21430,Caguas,17035,4839 Lazy View,3.0,4.0,Advance shipping,0.0,DEBIT,Lydia,Huffman,725
1545,21431,21431,Caguas,16356,2358 Cozy Pointe,4.0,4.0,Shipping on time,0.0,DEBIT,Nichole,Lindsay,725
1546,21432,21432,Caguas,17125,9226 Emerald Pony Farm,3.0,4.0,Advance shipping,0.0,DEBIT,Dawn,Swanson,725
1547,21433,21433,Caguas,19780,521 Fallen Lagoon Glade,3.0,4.0,Advance shipping,0.0,DEBIT,Hyacinth,Moss,725
1548,21434,21434,Caguas,18562,1984 Misty Rabbit Boulevard,5.0,4.0,Late delivery,1.0,DEBIT,Piper,Hart,725
1549,21435,21435,Caguas,18526,9015 High Hills Field,4.0,4.0,Shipping on time,0.0,DEBIT,Rowan,Barr,725
1550,21436,21436,Caguas,18988,9653 Stony Campus,6.0,4.0,Late delivery,1.0,DEBIT,Xantha,Compton,725
1551,21437,21437,Caguas,20319,2543 Foggy Pond Crescent,2.0,4.0,Advance shipping,0.0,DEBIT,Geraldine,Francis,725
1552,21438,21438,Caguas,17122,9890 Clear Knoll,5.0,4.0,Late delivery,1.0,DEBIT,Kevyn,Marsh,725
1553,21439,21439,Caguas,15181,9183 Indian Pond Park,4.0,4.0,Shipping on time,0.0,DEBIT,Dorothy,Harper,725
1554,21440,21440,Caguas,17068,6877 Crystal Nectar Circle,6.0,4.0,Late delivery,1.0,DEBIT,Ila,Hatfield,725
1555,21441,21441,Caguas,20245,1010 Rustic Fox View,3.0,4.0,Advance shipping,0.0,DEBIT,Melinda,Suarez,725
1556,21442,21442,Carolina,20371,1795 Dusty Hills Village,4.0,4.0,Shipping on time,0.0,DEBIT,Linda,Faulkner,983
1557,21443,21443,Caguas,20317,4940 Velvet Timber Cape,5.0,4.0,Late delivery,1.0,DEBIT,Ella,Kidd,725
1558,21444,21444,Caguas,17247,6232 Red Rise Rise,5.0,4.0,Late delivery,1.0,DEBIT,Nayda,Thomas,725
1559,21445,21445,Caguas,18595,3610 Merry Acres,3.0,4.0,Advance shipping,0.0,DEBIT,Mia,James,725
1560,21446,21446,Caguas,20100,9022 Foggy Dell,3.0,4.0,Advance shipping,0.0,DEBIT,Iola,Fletcher,725
1561,21447,21447,Caguas,18895,2161 Burning Maze,3.0,4.0,Advance shipping,0.0,DEBIT,Camille,Burke,725
1562,21448,21448,Caguas,17102,4462 Little Lagoon Route,5.0,4.0,Late delivery,1.0,DEBIT,Alea,Freeman,725
1563,21449,21449,Caguas,18044,3412 Merry Quail Inlet,2.0,4.0,Advance shipping,0.0,DEBIT,Selma,Long,725
1564,21450,21450,Caguas,18042,7713 Colonial Estates,5.0,4.0,Late delivery,1.0,DEBIT,Dorothy,Beach,725
1565,21451,21451,Caguas,16467,8170 Dusty Oak Townline,5.0,4.0,Late delivery,1.0,DEBIT,Zenaida,Johnson,725
1566,21452,21452,Caguas,19176,6155 Rocky Private,4.0,4.0,Shipping on time,0.0,DEBIT,Emerald,Kim,725
1567,21453,21453,Caguas,19174,8478 Foggy Log Nook,2.0,4.0,Advance shipping,0.0,DEBIT,Audrey,Spears,725
1568,21454,21454,Caguas,19043,5883 Dusty Drive,6.0,4.0,Late delivery,1.0,DEBIT,Mallory,David,725
1569,21455,21455,Caguas,19130,9938 Rustic Link,3.0,4.0,Advance shipping,0.0,DEBIT,Nerea,Ochoa,725
1570,21456,21456,Caguas,19237,8492 Round Path,5.0,4.0,Late delivery,1.0,DEBIT,Illiana,Sykes,725
1571,21457,21457,Caguas,18782,7840 Umber Sky Villas,5.0,4.0,Late delivery,1.0,DEBIT,Cailin,Ruiz,725
1572,21464,21464,Caguas,15985,2248 Heather Mews,3.0,4.0,Advance shipping,0.0,DEBIT,Harriet,Witt,725
1573,21468,21468,Caguas,17432,6759 Clear Maze,5.0,4.0,Late delivery,1.0,DEBIT,Roary,Short,725
1574,21474,21474,Caguas,17411,3656 Silver Cider Byway,4.0,4.0,Shipping on time,0.0,DEBIT,Marah,Potts,725
1575,21475,21475,Caguas,17321,2291 Velvet Berry Freeway,4.0,4.0,Shipping on time,0.0,DEBIT,Tara,Pate,725
1576,21476,21476,Caguas,571,8261 Lazy Lookout,4.0,4.0,Shipping on time,0.0,DEBIT,Mary,Smith,725
1577,21477,21477,Caguas,18492,1173 Silver Isle,5.0,4.0,Late delivery,1.0,DEBIT,Hedy,Rivas,725
1578,21478,21478,Caguas,16015,3741 Bright Extension,3.0,4.0,Advance shipping,0.0,DEBIT,Lael,Mayo,725
1579,21480,21480,Trujillo Alto,17695,5795 Amber Bluff Expressway,3.0,4.0,Advance shipping,0.0,DEBIT,Ivory,King,976
1580,21491,21491,Caguas,18341,8580 Jagged Autoroute,4.0,4.0,Shipping on time,0.0,DEBIT,Aiko,Barr,725
1581,21503,21503,Caguas,17491,6936 Heather Moor,4.0,4.0,Shipping on time,0.0,DEBIT,Brynn,Salinas,725
1582,21506,21506,Caguas,734,6283 Fallen Bend,4.0,4.0,Shipping on time,0.0,DEBIT,Mary,Smith,725
1583,21512,21512,Caguas,17998,3068 Grand Brook Drive,6.0,4.0,Late delivery,1.0,DEBIT,Violet,Bullock,725
1584,21514,21514,Caguas,17274,9042 Jagged Elk Private,2.0,4.0,Advance shipping,0.0,DEBIT,Debra,Underwood,725
1585,21559,21559,Caguas,17551,1313 Old Hickory Round,4.0,4.0,Shipping on time,0.0,DEBIT,Alma,Mcclain,725
1586,21560,21560,Caguas,19954,4958 Heather Panda Bank,2.0,4.0,Advance shipping,0.0,DEBIT,Shea,Kinney,725
1587,21561,21561,Caguas,20367,9163 Clear Gate,5.0,4.0,Late delivery,1.0,DEBIT,Emi,Wilder,725
1588,21562,21562,Caguas,20132,5737 Misty Alley,5.0,4.0,Late delivery,1.0,DEBIT,Laurel,Washington,725
1589,21563,21563,Caguas,20274,5995 Dusty Highway,2.0,4.0,Advance shipping,0.0,DEBIT,Debra,Rosa,725
1590,21564,21564,Caguas,17796,3865 Little Lagoon Link,4.0,4.0,Shipping on time,0.0,DEBIT,Mechelle,Camacho,725
1591,21565,21565,Caguas,18978,6734 Grand Leaf Pathway,6.0,4.0,Late delivery,1.0,DEBIT,Jemima,Wagner,725
1592,21566,21566,Caguas,19928,6468 Fallen Close,6.0,4.0,Late delivery,1.0,DEBIT,Lacey,Olson,725
1593,21567,21567,Caguas,19784,4197 Colonial Prairie Mews,2.0,4.0,Advance shipping,0.0,DEBIT,Minerva,Mcdaniel,725
1594,21568,21568,Caguas,20172,6439 Quiet Lagoon Parkway,5.0,4.0,Late delivery,1.0,DEBIT,Veronica,Brock,725
1595,21569,21569,Caguas,17048,7802 Dusty Fawn Maze,6.0,4.0,Late delivery,1.0,DEBIT,Kiayada,Gilmore,725
1596,21597,21597,Caguas,11021,5707 Iron Brook Harbour,3.0,4.0,Advance shipping,0.0,DEBIT,Brenda,Shaw,725
1597,21654,21654,Caguas,11881,7002 Golden Wood,2.0,4.0,Advance shipping,0.0,DEBIT,Maria,Richards,725
1598,22124,22124,Caguas,6262,5877 Little Orchard,2.0,4.0,Advance shipping,0.0,DEBIT,Mary,Brennan,725
1599,22585,22585,Caguas,10150,3948 Tawny Crest,4.0,4.0,Shipping on time,0.0,DEBIT,Mary,Vasquez,725
1600,22649,22649,Caguas,3953,9163 Round Forest,5.0,4.0,Late delivery,1.0,DEBIT,Mary,Smith,725
1601,22901,22901,Princeton,14435,8777 Old Arbor,3.0,4.0,Advance shipping,0.0,CASH,Jael,Ashley,8540
1602,22902,22902,Newburgh,13457,8721 Sleepy Passage,5.0,4.0,Late delivery,1.0,CASH,Ora,Cleveland,12550
1603,22917,22917,Dallas,14789,4560 Rustic View,2.0,4.0,Advance shipping,0.0,CASH,Mariko,Juarez,75240
1604,22921,22921,San Marcos,13645,2337 Middle Embers Campus,3.0,4.0,Advance shipping,0.0,CASH,Maggie,Barker,78666
1605,22922,22922,Los Angeles,14861,7502 Foggy Lookout,4.0,4.0,Shipping on time,0.0,CASH,Echo,Sullivan,90002
1606,22929,22929,West Orange,14752,6417 Stony Dale Villas,5.0,4.0,Late delivery,1.0,CASH,Maggie,Bass,7052
1607,22942,22942,Ewa Beach,13912,7829 Easy Estates,5.0,4.0,Late delivery,1.0,CASH,Germane,Williamson,96706
1608,22952,22952,Denton,12776,2355 Velvet Hickory Crest,4.0,4.0,Shipping on time,0.0,CASH,Zoe,Duffy,76201
1609,22976,22976,Wayne,13764,8987 Foggy Hill,2.0,4.0,Advance shipping,0.0,CASH,Reagan,Avila,7470
1610,22977,22977,Virginia Beach,13710,8668 Burning Butterfly Crest,3.0,4.0,Advance shipping,0.0,CASH,Xerxes,Walker,23455
1611,22978,22978,Katy,14800,906 Green Treasure Limits,3.0,4.0,Advance shipping,0.0,CASH,Chantale,Spencer,77450
1612,22989,22989,Placentia,14798,7126 Hazy Berry Mount,6.0,4.0,Late delivery,1.0,CASH,Zoe,Jimenez,92870
1613,22998,22998,Campbell,13814,6115 Burning River Villas,2.0,4.0,Advance shipping,0.0,CASH,Darrel,Lynch,95008
1614,23001,23001,Las Vegas,13939,6019 Rustic Ridge,2.0,4.0,Advance shipping,0.0,CASH,Regan,Cleveland,89103
1615,23005,23005,Tucson,11364,9891 Foggy Hills Acres,2.0,4.0,Advance shipping,0.0,CASH,Jacqueline,Smith,85746
1616,23145,23145,San Bernardino,12486,938 Rustic Pine Ridge,4.0,4.0,Shipping on time,0.0,CASH,Yvette,Lester,92410
1617,23146,23146,Troy,12735,7658 Blue Bear Extension,3.0,4.0,Advance shipping,0.0,CASH,Octavia,Fernandez,48098
1618,23147,23147,West Covina,12551,1613 Broad Beach ,4.0,4.0,Shipping on time,0.0,CASH,Lacy,Snider,91790
1619,23148,23148,Salinas,12656,4629 Dusty Pony Highway,4.0,4.0,Shipping on time,0.0,CASH,Alma,Berger,93906
1620,23149,23149,Lynn,12636,9315 Shady Grove Row,4.0,4.0,Shipping on time,0.0,CASH,Nayda,Ochoa,1902
1621,23150,23150,Fremont,12707,4906 Umber Lookout ,5.0,4.0,Late delivery,1.0,CASH,Veronica,Logan,94538
1622,23151,23151,Citrus Heights,15015,3867 Bright Zephyr Ledge,3.0,4.0,Advance shipping,0.0,CASH,Grace,Terrell,95610
1623,23152,23152,Modesto,12884,9403 Amber Key ,2.0,4.0,Advance shipping,0.0,CASH,Brenna,Gill,95351
1624,23153,23153,Spring Valley,12864,7016 Grand Link ,2.0,4.0,Advance shipping,0.0,CASH,Amity,Patrick,91977
1625,23154,23154,San Diego,12935,6610 Foggy Nectar Front,3.0,4.0,Advance shipping,0.0,CASH,Wynter,Cameron,92114
1626,23155,23155,Winter Park,15009,4916 Red Mews,2.0,4.0,Advance shipping,0.0,CASH,Frances,Spencer,32792
1627,23156,23156,Colorado Springs,12891,1792 Thunder Pines ,4.0,4.0,Shipping on time,0.0,CASH,Nelle,Barron,80918
1628,23157,23157,Baytown,15071,7596 Emerald Common,4.0,4.0,Shipping on time,0.0,CASH,Renee,Suarez,77520
1629,23413,23413,North Las Vegas,18058,9712 Fallen Robin Diversion,6.0,4.0,Late delivery,1.0,CASH,Stella,Rowe,89030
1630,23414,23414,West Jordan,18270,1524 Amber Lagoon Subdivision,3.0,4.0,Advance shipping,0.0,CASH,Germaine,Wilkerson,84084
1631,23415,23415,Catonsville,19232,8341 Lost Forest,5.0,4.0,Late delivery,1.0,CASH,Jolene,Melton,21228
1632,23416,23416,Amarillo,16606,3499 Blue Subdivision,4.0,4.0,Shipping on time,0.0,CASH,Hillary,Booth,79109
1633,23417,23417,Chicago,19145,4566 Burning Deer Meadow,3.0,4.0,Advance shipping,0.0,CASH,Bertha,Schultz,60644
1634,23418,23418,Brooklyn,19126,5216 Iron Berry Farm,4.0,4.0,Shipping on time,0.0,CASH,Winifred,Kelley,11213
1635,23419,23419,Ontario,18774,6943 Misty Quail Link,2.0,4.0,Advance shipping,0.0,CASH,Skyler,Best,91761
1636,23420,23420,Lockport,15877,8400 Clear Wagon Row,5.0,4.0,Late delivery,1.0,CASH,Renee,Ashley,14094
1637,23421,23421,Mount Pleasant,18751,2293 Sunny Village,4.0,4.0,Shipping on time,0.0,CASH,Sacha,Mcclure,48858
1638,23422,23422,Greensboro,15870,989 Cotton Branch Pointe,3.0,4.0,Advance shipping,0.0,CASH,May,Cleveland,27406
1639,23423,23423,Houston,15866,5161 Crystal Quail Jetty,4.0,4.0,Shipping on time,0.0,CASH,Cynthia,Bryan,77015
1640,23437,23437,New Braunfels,18878,5776 Hidden Cider Subdivision,6.0,4.0,Late delivery,1.0,CASH,Beatrice,Jefferson,78130
1641,23443,23443,Hayward,17977,8399 Cotton Crossing,5.0,4.0,Late delivery,1.0,CASH,Mara,Stark,94544
1642,23455,23455,Columbia,20694,3251 Iron Horse Autoroute,2.0,4.0,Advance shipping,0.0,CASH,Cynthia,May,29223
1643,23459,23459,Howell,20693,8839 Quiet Leaf Range,6.0,4.0,Late delivery,1.0,CASH,Morgan,Garrett,48843
1644,23462,23462,Highland,20692,9086 Cinder Meadow,5.0,4.0,Late delivery,1.0,CASH,Cynthia,Chapman,92346
1645,23467,23467,Richmond,20547,4951 Shady Spring Path,5.0,4.0,Late delivery,1.0,CASH,Maisie,Stevenson,47374
1646,23472,23472,Huntington Station,20600,5989 Misty Timber Concession,3.0,4.0,Advance shipping,0.0,CASH,Deborah,Schultz,11746
1647,23474,23474,Findlay,15923,3152 Lazy Close,6.0,4.0,Late delivery,1.0,CASH,Ainsley,Dominguez,45840
1648,23476,23476,Brooklyn,16049,6391 Golden Promenade,2.0,4.0,Advance shipping,0.0,CASH,Sopoline,Griffin,11201
1649,23478,23478,Bronx,17282,1744 Clear Way,5.0,4.0,Late delivery,1.0,CASH,Quail,Hansen,10458
1650,23480,23480,Union City,16085,5480 Clear Branch Round,3.0,4.0,Advance shipping,0.0,CASH,Yolanda,Page,94587
1651,23484,23484,Las Vegas,18398,3076 Indian Mews,6.0,4.0,Late delivery,1.0,CASH,Jordan,Dunn,89121
1652,23487,23487,Brooklyn,17513,6909 Shady Sky Park,6.0,4.0,Late delivery,1.0,CASH,Hilary,Leblanc,11224
1653,23496,23496,Chicago,18358,7715 Foggy Robin Valley,6.0,4.0,Late delivery,1.0,CASH,Kimberly,Callahan,60610
1654,23504,23504,Parkville,17293,4696 Iron Range,6.0,4.0,Late delivery,1.0,CASH,Rae,Lynn,21234
1655,23527,23527,New York,15575,89 Velvet Woods,3.0,4.0,Advance shipping,0.0,CASH,Iola,Best,10016
1656,23528,23528,San Jose,18665,7651 Round Path,3.0,4.0,Advance shipping,0.0,CASH,Blair,Wynn,95112
1657,23531,23531,Sacramento,15656,398 Pleasant Mountain,4.0,4.0,Shipping on time,0.0,CASH,Leigh,Oneal,95828
1658,23533,23533,Houston,15331,9615 Misty Grove,4.0,4.0,Shipping on time,0.0,CASH,Rachel,Jennings,77093
1659,23534,23534,Edison,15564,40 Pleasant Brook Trace,2.0,4.0,Advance shipping,0.0,CASH,Ivy,Henderson,8817
1660,23538,23538,Glendale,15435,7957 Iron Hollow,3.0,4.0,Advance shipping,0.0,CASH,Scarlett,Deleon,85301
1661,23539,23539,Middletown,15614,6496 Colonial Leaf Orchard,2.0,4.0,Advance shipping,0.0,CASH,Iona,Rios,45044
1662,23598,23598,Santa Ana,15196,2578 Amber Barn Turnabout,4.0,4.0,Shipping on time,0.0,CASH,Hiroko,Crane,92703
1663,23599,23599,Greensburg,18912,466 Stony Arbor,5.0,4.0,Late delivery,1.0,CASH,Odette,Little,15601
1664,23600,23600,Buena Park,18965,3740 Velvet Rise,3.0,4.0,Advance shipping,0.0,CASH,September,Bryan,90620
1665,23601,23601,Mcallen,19791,5530 Dewy Pioneer By-pass,4.0,4.0,Shipping on time,0.0,CASH,Cally,Herring,78501
1666,23602,23602,Reynoldsburg,17134,3959 Silent Leaf Highway,2.0,4.0,Advance shipping,0.0,CASH,Carolyn,Wilkerson,43068
1667,23603,23603,Honolulu,15138,6496 Noble Fawn Heights,6.0,4.0,Late delivery,1.0,CASH,Kevyn,Weber,96816
1668,23604,23604,San Jose,19789,3282 Indian Hollow,2.0,4.0,Advance shipping,0.0,CASH,Chava,Fowler,95148
1669,23605,23605,Bowling Green,17780,5393 Silent Landing,3.0,4.0,Advance shipping,0.0,CASH,Eve,Maldonado,42101
1670,23606,23606,Brooklyn,17204,9939 Quaking Chase,2.0,4.0,Advance shipping,0.0,CASH,Gwendolyn,Joseph,11204
1671,23607,23607,Longmont,15191,3465 Rocky Nectar Crossing,4.0,4.0,Shipping on time,0.0,CASH,Hollee,Skinner,80501
1672,23608,23608,Morristown,19841,3593 Easy Embers Field,4.0,4.0,Shipping on time,0.0,CASH,Ignacia,Langley,7960
1673,23609,23609,Mount Prospect,18939,8478 Clear Anchor Round,2.0,4.0,Advance shipping,0.0,CASH,Rachel,Herring,60056
1674,23610,23610,Brooklyn,17163,7658 Foggy Prairie Maze,6.0,4.0,Late delivery,1.0,CASH,Margaret,Kinney,11203
1675,23611,23611,Los Angeles,18584,661 Lost Ridge,2.0,4.0,Advance shipping,0.0,CASH,Kaye,Henson,90001
1676,23612,23612,Wyoming,19783,2737 Jagged Byway,6.0,4.0,Late delivery,1.0,CASH,Jacqueline,Cabrera,49509
1677,23613,23613,Stockbridge,15275,8504 Umber Bluff Crest,3.0,4.0,Advance shipping,0.0,CASH,Ayanna,Steele,30281
1678,23614,23614,Fremont,15148,1320 Cinder Prairie Mountain,6.0,4.0,Late delivery,1.0,CASH,Camille,Powers,94539
1679,23615,23615,Philadelphia,18580,2036 Iron Mountain,3.0,4.0,Advance shipping,0.0,CASH,Selma,Valentine,19148
1680,23616,23616,Greensburg,16318,466 Stony Arbor,6.0,4.0,Late delivery,1.0,CASH,Karina,Fisher,15601
1681,23617,23617,Brooklyn,19830,6391 Sleepy Gardens,3.0,4.0,Advance shipping,0.0,CASH,Cheryl,Greer,11214
1682,23660,23660,Carson,1968,8559 High Elk Via,3.0,4.0,Advance shipping,0.0,CASH,Mary,Cooper,90745
1683,24259,24259,Lawrenceville,5435,475 Silver Highlands,4.0,4.0,Shipping on time,0.0,CASH,Mary,Smith,30044
1684,24582,24582,Ontario,14682,6909 Umber Bluff Landing,2.0,1.0,Late delivery,1.0,DEBIT,Aubrey,Byrd,91764
1685,24583,24583,Chicago,13199,3329 Green Butterfly Pines,2.0,1.0,Late delivery,1.0,DEBIT,Hannah,Edwards,60638
1686,24584,24584,Kaneohe,14143,2089 Dusty Maze,2.0,1.0,Late delivery,1.0,DEBIT,Jessica,Blankenship,96744
1687,24585,24585,Colorado Springs,13466,7559 Quiet Nectar Grounds,2.0,1.0,Late delivery,1.0,DEBIT,Tamara,Garza,80906
1688,24586,24586,San Francisco,13249,7027 High Passage ,2.0,1.0,Late delivery,1.0,DEBIT,Elaine,Dixon,94122
1689,24587,24587,Chicago,14393,3173 Lost Diversion,2.0,1.0,Late delivery,1.0,DEBIT,Carolyn,Chambers,60638
1690,24588,24588,Catonsville,14267,2513 Sleepy Log Grounds,2.0,1.0,Late delivery,1.0,DEBIT,Shannon,Barry,21228
1691,24589,24589,Cypress,13355,8975 Bright Autoroute ,2.0,1.0,Late delivery,1.0,DEBIT,Xerxes,Chandler,90630
1692,24590,24590,Salina,14583,8153 Sunny Bluff Grove,2.0,1.0,Late delivery,1.0,DEBIT,Deborah,Doyle,67401
1693,24591,24591,Waipahu,12993,9952 Sleepy Treasure Vale,2.0,1.0,Late delivery,1.0,DEBIT,Abigail,James,96797
1694,24592,24592,Memphis,13317,3890 Jagged Apple Dell,2.0,1.0,Late delivery,1.0,DEBIT,Mariko,Humphrey,38118
1695,24593,24593,Marietta,13316,9453 High Concession ,2.0,1.0,Late delivery,1.0,DEBIT,Gloria,Cline,30062
1696,24594,24594,Ypsilanti,13241,8279 Sleepy Willow Bay,2.0,1.0,Late delivery,1.0,DEBIT,Belle,Haynes,48197
1697,24607,24607,San Jose,13734,421 Fallen Byway,2.0,1.0,Late delivery,1.0,DEBIT,Joan,Lindsey,95125
1698,24610,24610,Paramount,13554,7640 Honey Apple Route,2.0,1.0,Late delivery,1.0,DEBIT,Chanda,Barrett,90723
1699,24634,24634,Mesquite,14782,4106 Burning Oak Carrefour,2.0,1.0,Late delivery,1.0,DEBIT,Darryl,Henry,75150
1700,24635,24635,Portland,13926,2770 Hidden Villas,2.0,1.0,Late delivery,1.0,DEBIT,Iona,Sexton,97206
1701,24637,24637,New York,12772,6146 Dewy Jetty ,2.0,1.0,Late delivery,1.0,DEBIT,Skyler,Bernard,10029
1702,24659,24659,Tempe,12767,3304 Heather Pioneer Vista,2.0,1.0,Late delivery,1.0,DEBIT,Zenaida,Thornton,85281
1703,24660,24660,West Chester,13776,4828 Middle Villas,2.0,1.0,Late delivery,1.0,DEBIT,Sybil,Gillespie,19382
1704,24662,24662,New Bedford,13686,9725 Cotton Forest,2.0,1.0,Late delivery,1.0,DEBIT,Fatima,Nixon,2740
1705,24675,24675,El Paso,14773,3032 Dusty Loop,2.0,1.0,Late delivery,1.0,DEBIT,Calista,Fuentes,79924
1706,24764,24764,San Marcos,12440,8324 Little Common ,2.0,1.0,Late delivery,1.0,DEBIT,Joanha,Mirkckociv,92069
1707,24765,24765,Endicott,12862,57 High Villas ,2.0,1.0,Late delivery,1.0,DEBIT,Geraldine,Weaver,13760
1708,24766,24766,Ontario,14989,4720 Noble Hills Wynd,2.0,1.0,Late delivery,1.0,DEBIT,Neve,Crosby,91764
1709,24767,24767,Bellflower,12908,3032 Green Glen ,2.0,1.0,Late delivery,1.0,DEBIT,Odessa,Warner,90706
1710,24768,24768,Aurora,14077,2236 Pleasant Route,2.0,1.0,Late delivery,1.0,DEBIT,Amy,Robinson,80015
1711,24769,24769,Carlisle,12994,4927 Dewy Farms ,2.0,1.0,Late delivery,1.0,DEBIT,Tatyana,Hale,17013
1712,24773,24773,Cleveland,7149,3499 Golden Ridge,2.0,1.0,Late delivery,1.0,DEBIT,Billy,Weeks,44130
1713,24783,24783,North Las Vegas,13830,9084 Dusty Elk Island,2.0,1.0,Late delivery,1.0,DEBIT,Basia,Powell,89030
1714,24806,24806,Los Angeles,12592,2291 Thunder Leaf Corners,2.0,1.0,Late delivery,1.0,DEBIT,Leandra,Jefferson,90001
1715,24989,24989,Houston,18165,1513 Merry Heath,2.0,1.0,Late delivery,1.0,DEBIT,Chastity,Crawford,77093
1716,24990,24990,Houston,18138,577 Rustic Nectar Row,2.0,1.0,Late delivery,1.0,DEBIT,Kevyn,Christian,77083
1717,24991,24991,Baltimore,19139,5372 Silent Treasure Byway,2.0,1.0,Late delivery,1.0,DEBIT,Yetta,Morton,21218
1718,24992,24992,Miami,19245,1927 Harvest Lane,2.0,1.0,Late delivery,1.0,DEBIT,Indira,Webster,33175
1719,24993,24993,Greenville,16496,1658 Emerald Pony Green,2.0,1.0,Late delivery,1.0,DEBIT,Quintessa,Cochran,27858
1720,24994,24994,San Jose,16494,4105 Fallen Goose Port,2.0,1.0,Late delivery,1.0,DEBIT,Brynn,Ruiz,95124
1721,24995,24995,Columbus,16438,4320 Iron Highlands,2.0,1.0,Late delivery,1.0,DEBIT,Rachel,Farley,31907
1722,24996,24996,Laredo,16595,6842 Clear Brook Jetty,2.0,1.0,Late delivery,1.0,DEBIT,Sylvia,Franklin,78040
